"Sentence"	"Author"
"The frightened girls retreated to their corner; but the grandmother stepped eagerly forward to assist her son."	"twain"
"He spoke of it once to some of his Offal Court comrades; but they jeered him and scoffed him so unmercifully that he was glad to keep his dream to himself after that."	"twain"
"Ah, your Grace forgetteth again."	"twain"
"Welcome to Hendon Hall, my King!"	"twain"
"My Lord d'Arcy, First Groom of the Chamber, was there, to do goodness knows what; but there he waslet that suffice."	"twain"
"The youth entered the barn, the King following eagerly upon his heels."	"twain"
"Since that day, when he was little, that the powder burst in his face, he hath never been startled of a sudden out of his dreams or out of his thinkings, but he hath cast his hand before his eyes, even as he did that day; and not as others would do it, with the palm inward, but always with the palm turned outwardI have seen it a hundred times, and it hath never varied nor ever failed."	"twain"
"Some of the others liked him, and all admired his pluck and spirit."	"twain"
"It cost me three shillings and eightpence, good honest coin of the last reign, that old Harry that's just dead ne'er touched or tampered with."	"twain"
"You gave me food and drink, and did with princely courtesy send away the servants, so that my low breeding might not shame me before themah, yes, this also you remember."	"twain"
"He listened intently, but the stillness was profound and solemnawful, even, and depressing to the spirits."	"twain"
"A few minutes later the little Prince of Wales was garlanded with Tom's fluttering odds and ends, and the little Prince of Pauperdom was tricked out in the gaudy plumage of royalty."	"twain"
"Tom's face showed inquiring surprise; and a blush followed when he saw Lord St. John's eyes bent sorrowfully upon him."	"twain"
"Then he dropped upon one knee and said My poor service went not beyond the limit of a subject's simple duty, and therefore hath no merit; but since your Majesty is pleased to hold it worthy some reward, I take heart of grace to make petition to this effect."	"twain"
"The light was put out, and the family retired."	"twain"
"Then, seeing how troubled he was over his violated trust, she softened at once, and was all goodness and gentleness toward him."	"twain"
"Toward eleven o'clock he approached the palace; and although a host of showy people were about him, moving in the same direction, he was not inconspicuoushis costume took care of that."	"twain"
"This was a different matter; so she gave her word and kept it."	"twain"
"His lordship said Thy memory still wrongeth thee, and thou hast shown surprisebut suffer it not to trouble thee, for 'tis a matter that will not bide, but depart with thy mending malady."	"twain"
"Thy foolish reading hath wrought its woeful work at last, and ta'en thy wit away."	"twain"
"Even so, your worshipfor, as I said before, as to that detestable joint, the babe unborn is no whit more blameless than Art here yet!"	"twain"
"He stumbled along, through the gruesome fascinations of this new experience, startled occasionally by the soft rustling of the dry leaves overhead, so like human whispers they seemed to sound; and by-and-by he came suddenly upon the freckled light of a tin lantern near at hand."	"twain"
"He got so cold, standing still, and the hospitable barn looked so enticing, that at last he resolved to risk everything and enter."	"twain"
"But the fourth time, he groped a little further, and his hand lightly swept against something soft and warm."	"twain"
"Then his stupor began to lighten."	"twain"
"cried the hermit, with enthusiasm."	"twain"
"His victims sprawled this way and that, but the mob-tide poured over their prostrate forms and dashed itself against the champion with undiminished fury."	"twain"
"Do you understand that word?"	"twain"
"By midnight the revelry was at its height."	"twain"
"He inquired how many persons the gang numbered now."	"twain"
"The inn is paidthe breakfast that is to come, includedand there is wherewithal left to buy a couple of donkeys and meet our little costs for the two or three days betwixt this and the plenty that awaits us at Hendon Hall 'She loved her hus' Body o' me!"	"twain"
"Ah, there was but one course; he knew it wellhe must put out his hand and find that thing!"	"twain"
"Andrews was obliged to confine himself to brief visits, in order to avoid suspicion; but he managed to impart a fair degree of information each timeinformation delivered in a low voice, for Hendon's benefit, and interlarded with insulting epithets delivered in a louder voice for the benefit of other hearers."	"twain"
"Where is the boymy boy?"	"twain"
"Would the search for him be difficult, or long?"	"twain"
"Spare thy complimentsthy stock will last the longer."	"twain"
"Thou wast under oath, and so swore falsely when thou saidst the value was but eightpence."	"twain"
"Tom turned to the Earl of Hertford, and said My lord, is it believable that there was warrant for this man's ferocious doom?"	"twain"
"In an instant Hugh was pinned to the wall, with an iron grip about his throat."	"twain"
"make the sour knave drink the loving-cup, else will we feed him to the fishes."	"twain"
"But the new Earl did not see them."	"twain"
"With robbing kitchens?"	"twain"
"Return we within the Guildhall."	"twain"
"The boon was granted, as your Majesty knoweth; and there hath been no time, these four hundred years, that that line has failed of an heir; and so, even unto this day, the head of that ancient house still weareth his hat or helm before the King's Majesty, without let or hindrance, and this none other may do."	"twain"
"Presently he said sorrowfully Alack, how have I longed for this sweet hour!"	"twain"
"Trust in meall shall go well in the end."	"twain"
"He said to himself, This is Blake Andrews, a servant all his life in my father's familya good honest soul, with a right heart in his breast."	"twain"
"I believed thou wert dead these seven years, and lo, here thou art alive!"	"twain"
"For a bribe the jailer had furnished liquor to some of the prisoners; singing of ribald songs, fighting, shouting, and carousing was the natural consequence."	"twain"
"Their halberd staves were covered with crimson velvet, fastened with gilt nails, and ornamented with gold tassels."	"twain"
"It seemed as if the earth shook with the explosion; but there was no response from the King."	"twain"
"Then you noticed that the soldier had hurt my handlook!"	"twain"
"Half a dozen attendants sprang forward toI don't know what; interfere, no doubt."	"twain"
"He has lost his way in this thick wood."	"twain"
"The hermit rose from his knees; the King knocked."	"twain"
"But none are true now; all are liars."	"twain"
"When the woman was called upon to testify before the justice of the peace, she swore that the small prisoner at the bar was the person who had committed the theft; there was none able to show the contrary, so the King stood convicted."	"twain"
"She was a widow, and rather poor; consequently she had seen trouble enough to enable her to feel for the unfortunate."	"twain"
"My husband is master in this region; his power hath hardly any limit; the people prosper or starve, as he wills."	"twain"
"Surely, if thou desirest."	"twain"
"The tide was beginning to turn, and Tom Canty's hopes to run high, when the Lord Protector shook his head and said It is true it is most wonderfulbut it is no more than our lord the King likewise can do."	"twain"
"She imagined that the demented boy had wandered away from his friends or keepers; so she tried to find out whence he had come, in order that she might take measures to return him; but all her references to neighbouring towns and villages, and all her inquiries in the same line went for nothingthe boy's face, and his answers, too, showed that the things she was talking of were not familiar to him."	"twain"
"Thou need'st not stir; he will return quickly."	"twain"
"The Bridge was a sort of town to itself; it had its inn, its beer-houses, its bakeries, its haberdasheries, its food markets, its manufacturing industries, and even its church."	"twain"
"He evidently felt that he was upon delicate ground."	"twain"
"My mother died whilst I was yet a boy."	"twain"
"Cheer us and warm us with thy gracious rays, O flaming sun of sovereignty!"	"twain"
"That would I like also."	"twain"
"The justice maintained his judicial composure, and simply said Doubtless it is allowable to revise the value, since it is not yet writ upon the record."	"twain"
"The sheriff, however, saw nothing consequential in the inquiry; he answered, with simple directness Indeed did she, your Majesty, and most righteously, as all aver."	"twain"
"He said that the frequent rehearsing of the precious lesson kept him strong in his purpose to make its teachings yield benefits to his people; and so, whilst his life was spared he should continue to tell the story, and thus keep its sorrowful spectacles fresh in his memory and the springs of pity replenished in his heart."	"twain"
"The Lord St. John made a deep obeisanceand it was observed that it was a significantly cautious and non-committal one, it not being delivered at either of the kings, but at the neutral ground about half-way between the twoand took his leave."	"twain"
"Verily it promiseth so, indeed."	"twain"
"The chronicler says, 'The King, as he entered the city, was received by the people with prayers, welcomings, cries, and tender words, and all signs which argue an earnest love of subjects toward their sovereign; and the King, by holding up his glad countenance to such as stood afar off, and most tender language to those that stood nigh his Grace, showed himself no less thankful to receive the people's goodwill than they to offer it."	"twain"
"He fancied he had a swordbelike he is the prince himself."	"twain"
"By the soul of St. Swithin, no!"	"twain"
"Hie thee hither, and list to the strangest dream that ever ."	"twain"
"As he neared the door with his small friend, a rough voice said So, thou'rt come at last!"	"twain"
"The tears came, then, and trickled, one after the other, down his face; but this piteous sight wrought no softening effect upon the savage old man."	"twain"
"A late comer who was not posted as to the present circumstances, and who delivered a sneer at the 'impostor,' and was in the act of following it with a dead cat, was promptly knocked down and kicked out, without any words, and then the deep quiet resumed sway once more."	"twain"
"Explain, thou limb of Satan, or thy time is come!"	"twain"
"I am a man of family; and my wife and little onesList to reason, good your worship: what wouldst thou of me?"	"twain"
"But meantime, Miles Hendon was resolving the difficulty."	"twain"
"When the waiting gentlemen had retired, Lord St. John said His majesty commandeth, that for due and weighty reasons of state, the prince's grace shall hide his infirmity in all ways that be within his power, till it be passed and he be as he was before."	"twain"
"Quickpoint it out to me."	"twain"
"Once more he heard the buzz of low voices exclaiming, The prince, the prince comes!"	"twain"
"This continued until the poultice began to bite; and in no long time its work would have been perfected, if there had been no interruption."	"twain"
"How used you the Great Seal of England?"	"twain"
"This thing happened also to the other great officers."	"twain"
"Poor Tom's dazed eyes wandered abroad over this stupefying spectacle, and finally rested dreamily upon the kneeling princesses beside him, a moment, then upon the Earl of Hertford."	"twain"
"I tell thee now, as I told thee before, I am Edward, Prince of Wales, and none other."	"twain"
"Now the King discovered Sir Hugh, and spoke out with wrathful voice and kindling eye Strip this robber of his false show and stolen estates, and put him under lock and key till I have need of him."	"twain"
"Be thou mercifulspare me this doom, and I will turn my back and see nought that shall happen."	"twain"
"Verily, this is no common mind; else, crazed or sane, it could not weave so straight and gaudy a tale as this out of the airy nothings wherewith it hath wrought this curious romaunt."	"twain"
"Oh, this was the blessedest sound that had ever made music in the King's ears; for it was Miles Hendon's voice!"	"twain"
"By his own request our small friend was now conducted to his private cabinet, and left there alone to his own devices."	"twain"
"GoI am blind for thy sakeI see nothing."	"twain"
"followed by hootings, cat-calls, and peals of laughter."	"twain"
"Tom urgedthe woman still adhered to her declarations."	"twain"
"The man has said his deed was but lamely proved."	"twain"
"Why, so in sooth I did:  I do remember."	"twain"
"He turned at the threshold, and said to Miles, You'll find it to your advantage to offend not with useless endeavours at escape."	"twain"
"At this instant the shining pageant appears, and files in at the door, with a measured march."	"twain"
"Away with his books and teachers!"	"twain"
"Thy prating drives me mad!"	"twain"
"His sword was restored to him, and also his mule and his donkey."	"twain"
"But misfortune catch me, how am I forgetting!"	"twain"
"Ah, now thou'lt know what state and grandeur be!"	"twain"
"He delivered himself to this effect It grieveth me, my lord the King, to bear so heavy and unwelcome tidings; but it is the will of God that the prince's affliction abideth still, and he cannot recall to mind that he received the Seal."	"twain"
"The shining eyes of venturesome mice and rats peered out at the old man from cracks and coverts, but he went on with his work, rapt, absorbed, and noted none of these things."	"twain"
"Another secretary began to read a preamble concerning the expenses of the late King's household, which had amounted to 28,000 pounds during the preceding six monthsa sum so vast that it made Tom Canty gasp; he gasped again when the fact appeared that 20,000 pounds of this money was still owing and unpaid; {4} and once more when it appeared that the King's coffers were about empty, and his twelve hundred servants much embarrassed for lack of the wages due them."	"twain"
"The Prince continued to struggle for freedom, and to rage against the treatment he was suffering, until John Canty lost what little patience was left in him, and raised his oaken cudgel in a sudden fury over the Prince's head."	"twain"
"Whither should he go?"	"twain"
"At last they ceased to trouble his thoughts almost wholly."	"twain"
"The hermit muttered, Sohis heart is happy; and he turned away."	"twain"
"The King was about to reply contemptuously, when Hugo said, interrupting Peace!"	"twain"
"It was a fair region, dotted with cottages and orchards, and the road led through broad pasture lands whose receding expanses, marked with gentle elevations and depressions, suggested the swelling and subsiding undulations of the sea."	"twain"
"A file of forty or fifty state barges drew up to the steps."	"twain"
"He started swiftly and stealthily, and just as he was crossing the threshold he heard voices behind him."	"twain"
"By-and-by a thought occurred to him which pointed to a possibilitythe slenderest of slender possibilities, certainly, but still worth considering, for lack of any other that promised anything at all."	"twain"
"In a moment all the heavy sorrow and misery which sleep had banished were upon him again, and he realised that he was no longer a petted prince in a palace, with the adoring eyes of a nation upon him, but a pauper, an outcast, clothed in rags, prisoner in a den fit only for beasts, and consorting with beggars and thieves."	"twain"
"Then he said in a tone of deep disappointment Alack, I had believed the rumour disproportioned to the truth; but I fear me 'tis not so."	"twain"
"Now o' God's name what art thou, then?"	"twain"
"Sink the title thou hast uttered'tis treason; we be bad men in some few trifling ways, but none among us is so base as to be traitor to his King; we be loving and loyal hearts, in that regard."	"twain"
"To Tom Canty, half buried in his silken cushions, these sounds and this spectacle were a wonder unspeakably sublime and astonishing."	"twain"
"He begged them to be seated also, but they only bowed their thanks or murmured them, and remained standing."	"twain"
"Thou art good to me that am unworthy, O mighty and gracious lord: that in truth I know."	"twain"
"The fault is none of thine, but thy distemper's."	"twain"
"They will be scourged; and I, whom they have comforted and kindly entreated, must look on and see the great wrong done; it is strange, so strange, that I, the very source of power in this broad realm, am helpless to protect them."	"twain"
"He stared at the King againand thought, Is it a dream ."	"twain"
"'Tis meet and necessary that we take a smaller house and set the servants at large, sith they be of no value but to make delay, and trouble one with offices that harass the spirit and shame the soul, they misbecoming any but a doll, that hath nor brains nor hands to help itself withal."	"twain"
"Thou'st writ the lying letter thyself, and my stolen bride and goods are its fruit."	"twain"
"Thine office shall be permanent in thee and thy line for ever."	"twain"
"The Master of Ceremonies was not present:  there was no one who felt safe to venture upon this uncharted sea, or risk the attempt to solve this solemn problem."	"twain"
"A guilty confusion seized upon Hendon, and he was grateful that the door opened to admit Hugh, at that moment, and saved him the necessity of replying."	"twain"
"Hugo thrust the bundle into the King's hands without halting, saying Now speed ye after me with the rest, and cry 'Stop thief!'"	"twain"
"In particular, it is in evidence that through the wicked power so obtained, they did invoke and bring about a storm that wasted all the region round about."	"twain"
"The barn door opened and a couple of little girls came in."	"twain"
"The subject of sweeping appeared to weary him; fire-building failed to stir him; scrubbing and scouring awoke no enthusiasm."	"twain"
"The shivering King made for the blankets, with as good speed as the darkness would allow; gathered them up, and then groped his way safely to the stall."	"twain"
"Truly they have not two bodies each."	"twain"
"Comfort thee: let me to the palace where he is, and straightway will the King my father restore him to thee."	"twain"
"interrupted the King."	"twain"
"For an instant he felt himself the most forlorn, outcast, and forsaken of God's creaturesthen another cry shook the night with its far-reaching thunders:  Long live King Edward the Sixth!"	"twain"
"As long as the King lived he was fond of telling the story of his adventures, all through, from the hour that the sentinel cuffed him away from the palace gate till the final midnight when he deftly mixed himself into a gang of hurrying workmen and so slipped into the Abbey and climbed up and hid himself in the Confessor's tomb, and then slept so long, next day, that he came within one of missing the Coronation altogether."	"twain"
"John Canty moved off, muttering threats and curses, and was swallowed from sight in the crowd."	"twain"
"Ah, she had hunted him down at last, she thought; and she was right proud, too, of the devious shrewdness and tact which had accomplished it."	"twain"
"These opinions do conflict, I perceive it plainly; I cannot reconcile them, neither can I, by argument, dismiss either of the two, or even persuade one to outweigh the other."	"twain"
"As soon as Miles Hendon and the little prince were clear of the mob, they struck down through back lanes and alleys toward the river."	"twain"
"The spirit of compassion took control of him, to the exclusion of all other considerations; he never thought of the offended laws, or of the grief or loss which these three criminals had inflicted upon their victims; he could think of nothing but the scaffold and the grisly fate hanging over the heads of the condemned."	"twain"
"Then his poor muddled head nodded a while and presently drooped to his shoulder; and the business of the empire came to a standstill for want of that august factor, the ratifying power."	"twain"
"He made a sufficiently poor job of it; and to his surprise too, for the cleaning of wooden spoons and trenchers had seemed an easy thing to do."	"twain"
"Hugo, consumed with anger and shame, sprang up, seized a cudgel, and came at his small adversary in a fury."	"twain"
"Man, I did think me changed to a pauper, and ."	"twain"
"At this moment the King raised his head slightly, and Hendon caught a good view of his face."	"twain"
"He raised his hand with a solemnity which ill comported with his soiled and sorry aspect, and delivered this note of warning I forbid you to set the crown of England upon that forfeited head."	"twain"
"Thou wert proceeding bravely."	"twain"
"Three years past, he had written a pamphlet against the Lord Chancellor, accusing him of injustice, and had been punished for it by the loss of his ears in the pillory, and degradation from the bar, and in addition had been fined 3,000 pounds and sentenced to imprisonment for life."	"twain"
"Kiss me once again, and go to thy trifles and amusements; for my malady distresseth me."	"twain"
"The bundle was now unrolled, and when the contents proved to be a plump little dressed pig, the judge looked troubled, whilst Hendon turned pale, and his body was thrilled with an electric shiver of dismay; but the King remained unmoved, protected by his ignorance."	"twain"
"The intent was good, but the performance was not answerable to it, for this King, like the other one, soon fell into deep thinkings concerning his vast affairs, and the same calamity resultedthe cookery got burned."	"twain"
"To the rest of the world the name of Henry VIII."	"twain"
"Tush, he must be the prince!"	"twain"
"So he stroked his brow perplexedly a moment or two, and presently said Now I seem to remember thee somewhatbut my wit is clogged and dim with suffering Alack, my poor master!"	"twain"
"The last Earl of the line fell in the wars of the Commonwealth fighting for the King, and the odd privilege ended with him."	"twain"
"The Lord Protector was quick to notice these things:  he was as quick to detect the cause."	"twain"
"He said These your Grace's noble words have sealed its doom."	"twain"
"By this time the peeresses are flowing in in a glittering stream, and the satin-clad officials are flitting and glinting everywhere, seating them and making them comfortable."	"twain"
"Hendon's lodgings were in the little inn on the Bridge."	"twain"
"The page, in the most matter-of-course way, made a profound obeisance and retired backwards out of the room to deliver the command."	"twain"
"Then he heard Hendon say I will not wait longer."	"twain"
"He lay silent a few moments, trying to analyse his confused thoughts and impressions, and get some sort of meaning out of them; then suddenly he burst out in a rapturous but guarded voice I see it all, I see it all!"	"twain"
"I tell thee again I am the King's son."	"twain"
"England had so longed for him, and hoped for him, and prayed God for him, that, now that he was really come, the people went nearly mad for joy."	"twain"
"This was an argument of tremendous force in that superstitious day."	"twain"
"Nowall together:  'Long live Edward, King of England!'"	"twain"
"From their lofty vantage-ground the giants Gog and Magog, the ancient guardians of the city, contemplated the spectacle below them with eyes grown familiar to it in forgotten generations."	"twain"
"They were skeletons of strong criss-cross beams, with solid material between, coated with plaster."	"twain"
"Why, I never see anything like it."	"twain"
"Then it occurred to him that the great adventure itself must be a dream!"	"twain"
"When the Sunday-school hour was finished, the next morning, the bell began to toll, instead of ringing in the usual way."	"twain"
"Oh, it ain't the bread, so much, said Tom; I reckon it's mostly what they say over it before they start it out."	"twain"
"They tripped along the murky aisles with the rest of the company, visiting the familiar wonders of the cavewonders dubbed with rather over-descriptive names, such as The Drawing-Room, The Cathedral, Aladdin's Palace, and so on."	"twain"
"And Mrs. Harper told about Joe scaring her with a firecracker, and you told about Peter and the Pain-killer Just as true as I live!"	"twain"
"His gratitude for their gifts had always smote their consciences beforeit cut deeper than ever, this time."	"twain"
"It consisted in a peculiar bird-like turn, a sort of liquid warble, produced by touching the tongue to the roof of the mouth at short intervals in the midst of the musicthe reader probably remembers how to do it, if he has ever been a boy."	"twain"
"I never did see the beat of that boy!"	"twain"
"Sid flew downstairs and said: Oh, Aunt Polly, come!"	"twain"
"He lay and breathed himself for a time, and then crept to where he could almost touch his aunt's foot."	"twain"
"At last he rose up sighing and departed in the darkness."	"twain"
"One of 'em's old Muff Potter's voice."	"twain"
"Well, I don't see why I oughtn't to like it."	"twain"
"Sid chuckled in a very contented and satisfied way."	"twain"
"Even the boisterous winds unanimously came forth from their mystic homes, and blustered about as if to enhance by their aid the wildness of the scene."	"twain"
"Huckleberry Finn, indeed!"	"twain"
"Well, I reckon it's so, then."	"twain"
"But as I was saying, said Aunt Polly, he warn't bad, so to sayonly mischeevous."	"twain"
"You just wait till I catch you out!"	"twain"
"Presently he said: Say, Tom, let me whitewash a little."	"twain"
"Come along, Huck, we've been in here a long time."	"twain"
"I couldn't meow that night, becuz auntie was watching me, but I'll meow this time."	"twain"
"Next he rose on his hind feet and pranced around, in a frenzy of enjoyment, with his head over his shoulder and his voice proclaiming his unappeasable happiness."	"twain"
"You've heard me talk just that wayhaven't you, Huck?"	"twain"
"Tom did play hookey, and he had a very good time."	"twain"
"The boy felt a little foolish, and he said: Aunt Polly, it seemed mortified, and it hurt so I never minded my tooth at all."	"twain"
"And thus he would dieout in the cold world, with no shelter over his homeless head, no friendly hand to wipe the death-damps from his brow, no loving face to bend pityingly over him when the great agony came."	"twain"
"And what's more, she's getting better, too."	"twain"
"But it ain't reasonable; because, why didn't you tell me, child?"	"twain"
"Presently a revealing thought flashed through Tom's mind, and he exclaimed: Boys, I know who's drowndedit's us!"	"twain"
"Another pause, and more eying and sidling around each other."	"twain"
"Why, they used to fight all the time."	"twain"
"Tom said: Oh, please, auntie, don't pull it out."	"twain"
"He was such a comfort to me, although he tormented my old heart out of me, 'most."	"twain"
"Huck, I most stepped onto Injun Joe's hand!"	"twain"
"Let's hide the tools in the bushes."	"twain"
"He kept up this grotesque foolishness for some time; but by-and-by, while he was in the midst of some dangerous gymnastic performances, he glanced aside and saw that the little girl was wending her way toward the house."	"twain"
"Well, I never said I was, did I?"	"twain"
"In Ben Rogers' hayloft."	"twain"
"She never licks anybodywhacks 'em over the head with her thimbleand who cares for that, I'd like to know."	"twain"
"Tom glanced at Injun Joe's iron face and his tongue failed him."	"twain"
"He wanted to cry with vexation."	"twain"
"He always brought his mother to church, and was the pride of all the matrons."	"twain"
"But they seemed hungrier than before."	"twain"
"Why, he'd kill us some time or other, just as dead sure as we're a laying here."	"twain"
"At this moment the crowd began to sway and struggle, and voices shouted, It's him!"	"twain"
"How'll she ever know?"	"twain"
"I'd like to see her get around this with her rubbage 'bout superstition."	"twain"
"But in spite of her, Tom knew where the wind lay, now."	"twain"
"And at the zenith of his fame, how he would suddenly appear at the old village and stalk into church, brown and weather-beaten, in his black velvet doublet and trunks, his great jack-boots, his crimson sash, his belt bristling with horse-pistols, his crime-rusted cutlass at his side, his slouch hat with waving plumes, his black flag unfurled, with the skull and crossbones on it, and hear with swelling ecstasy the whisperings, It's Tom Sawyer the Pirate!the Black Avenger of the Spanish Main!"	"twain"
"His pity was moved, but nevertheless he felt an abounding sense of relief and security, now, which revealed to him in a degree which he had not fully appreciated before how vast a weight of dread had been lying upon him since the day he lifted his voice against this bloody-minded outcast."	"twain"
"Mary took his book to hear him recite, and he tried to find his way through the fog: Blessed are theaa Poor Yespoor; blessed are the pooraa In spirit In spirit; blessed are the poor in spirit, for theythey Theirs For theirs."	"twain"
"Better look out who you're fooling with next time."	"twain"
"And she choked back a little sob."	"twain"
"Oh, lordy, lordy, lordy, I wisht I only had half your chance."	"twain"
"There is no telling what might have happened, now, but luckily the concern passed out of Aunt Polly's face and she came to Tom's relief without knowing it."	"twain"
"We can find out quick."	"twain"
"Now where's your Number Two?"	"twain"
"Two hoarse whispers delivered the same awful word simultaneously to the brooding night: Blood!"	"twain"
"Then Tom girded up his loins, so to speak, and went to work to get his verses."	"twain"
"Why, Wednesday night I dreamt that you was sitting over there by the bed, and Sid was sitting by the woodbox, and Mary next to him."	"twain"
"Presently, without a parting word, Joe began to wade off toward the Illinois shore."	"twain"
"The stairs creaked faintly."	"twain"
"He always divided up with 'em perfectly square."	"twain"
"Tom came up to the fence and leaned on it, grieving, and hoping she would tarry yet awhile longer."	"twain"
"What is the matter, Tom?"	"twain"
"Sacred to the memory of So-and-So had been painted on them once, but it could no longer have been read, on the most of them, now, even if there had been light."	"twain"
"I'll tie her to the bed."	"twain"
"Sometimes they would take fifty or sixty eggs out of one hole."	"twain"
"He showed Huck the fragment of candle-wick perched on a lump of clay against the wall, and described how he and Becky had watched the flame struggle and expire."	"twain"
"Then consound it, we've fooled away all this work for nothing."	"twain"
"You be off yonder way and I'll go this."	"twain"
"They're p'inted right, this time."	"twain"
"Tom turned upon the back track at once, and hurried his steps."	"twain"
"Well, the women get to loving you, and after they've been in the cave a week or two weeks they stop crying and after that you couldn't get them to leave."	"twain"
"A contemptuous smile flitted across Injun Joe's face."	"twain"
"Did you dream any more?"	"twain"
"Hateful, hateful, hateful!and she flung out of the house with a new explosion of crying."	"twain"
"I would kill him if he was here; but not her."	"twain"
"That's sothat murderin' half-breed!"	"twain"
"Then Tom turned coolly away, still talking, and took Amy with him."	"twain"
"The public were profoundly concerned; they searched high and low, they dragged the river for his body."	"twain"
"He laid himself down and put his mouth close to this depression and called Doodle-bug, doodle-bug, tell me what I want to know!"	"twain"
"The window went up, a maid-servant's discordant voice profaned the holy calm, and a deluge of water drenched the prone martyr's remains!"	"twain"
"They wouldn't turn in the lock, either."	"twain"
"It was also said that the town had been ransacked for this murderer (the public are not slow in the matter of sifting evidence and arriving at a verdict), but that he could not be found."	"twain"
"They parted the bushes on the bank and peered out over the water."	"twain"
"Becky, won't you say something?"	"twain"
"You bet I'll follow him, if it's dark, Huck."	"twain"
"They always bury it under a ha'nted house or on an island, or under a dead tree that's got one limb sticking out."	"twain"
"Daily Muff Potter's gratitude made Tom glad he had spoken; but nightly he wished he had sealed up his tongue."	"twain"
"This was to knock off being pirates, for a while, and be Indians for a change."	"twain"
"Then the dead were counted, prisoners exchanged, the terms of the next disagreement agreed upon, and the day for the necessary battle appointed; after which the armies fell into line and marched away, and Tom turned homeward alone."	"twain"
"His gratitude was measureless."	"twain"
"He would run and snatch the book, spring through the door and fly."	"twain"
"Many women visited Aunt Polly and Mrs. Thatcher and tried to comfort them."	"twain"
"This composition was considered to be the very finest effort of the evening."	"twain"
"Say, HuckI'll give you my tooth for him."	"twain"
"One was a-smoking, and t'other one wanted a light; so they stopped right before me and the cigars lit up their faces and I see that the big one was the deaf and dumb Spaniard, by his white whiskers and the patch on his eye, and t'other one was a rusty, ragged-looking devil."	"twain"
"They knew well enough that the raftsmen were all down at the village laying in stores or having a spree, but still that was no excuse for their conducting this thing in an unpiratical way."	"twain"
"They pegged away in silence for some time."	"twain"
"They searched everywhere once more, and then sat down discouraged."	"twain"
"Presently the watcher began to nod; his head drooped lower and lower, both men began to snore now."	"twain"
"At last the enemy's mother appeared, and called Tom a bad, vicious, vulgar child, and ordered him away."	"twain"
"It was but a little while before a certain indecision in his manner revealed another fearful fact to Beckyhe could not find his way back!"	"twain"
"They've hid treasures here somewhere."	"twain"
"You slit her nostrilsyou notch her ears like a sow!"	"twain"
"This boy was well dressed, toowell dressed on a week-day."	"twain"
"But the impressiveness of the situation quickly wore off, and the romping began again."	"twain"
"You ought to be ashamed of yourself, Tom Sawyer; you know you're going to tell on me, and oh, what shall I do, what shall I do!"	"twain"
"They felt cowardly and treacherous to the last degree when Potter said: You've been mighty good to me, boysbetter'n anybody else in this town."	"twain"
"It was simply fire in a liquid form."	"twain"
"He saw her and they had an exhausting good time playing hispy and gully-keeper with a crowd of their schoolmates."	"twain"
"Huck began to dig and scratch now."	"twain"
"She was sitting cosily on a little bench behind the schoolhouse looking at a picture-book with Alfred Templeand so absorbed were they, and their heads so close together over the book, that they did not seem to be conscious of anything in the world besides."	"twain"
"Tom, what on earth ails that cat?"	"twain"
"Presently the spelling-book discovery was made, and Tom's mind was entirely full of his own matters for a while after that."	"twain"
"Tom felt happy in his success, for he knew it was the boat's last trip for the night."	"twain"
"I wanted to run away, but I couldn't seem to come anywhere but here."	"twain"
"I never heard of it before."	"twain"
"Did you, Tom, did you!"	"twain"
"I reckon that'll be a good one."	"twain"
"It's a dirty business, said Joe, without moving."	"twain"
"At last he must be attending to those thingsand she said artlessly that she would be around when school let out."	"twain"
"Oh, you're a nice pirate."	"twain"
"for they shallfor they shallaashall mournaablessed are they that shallthey thatathey that shall mourn, for they shallashall what?"	"twain"
"Tom was about to take refuge in a lie, when he saw two long tails of yellow hair hanging down a back that he recognized by the electric sympathy of love; and by that form was the only vacant place on the girls' side of the school-house."	"twain"
"If he did not do it, then the adventure would be proved to have been only a dream."	"twain"
"Jealousy ran red-hot through Tom's veins."	"twain"
"Nobody told me it was you; but I just knowed it must 'a' ben you, soon as I heard 'bout that whiskey business; and I knowed you hadn't got the money becuz you'd 'a' got at me some way or other and told me even if you was mum to everybody else."	"twain"
"All right if you say it, Huck, but you ought to have the credit of what you did."	"twain"
"CHAPTER III TOM presented himself before Aunt Polly, who was sitting by an open window in a pleasant rearward apartment, which was bedroom, breakfast-room, dining-room, and library, combined."	"twain"
"Six hundred dollars was money enough to make half a dozen boys rich!"	"twain"
"I dare you to knock it offand anybody that'll take a dare will suck eggs."	"twain"
"Huck had slept there; he had just breakfasted upon some stolen odds and ends of food, and was lying off, now, in comfort, with his pipe."	"twain"
"The night was far spent."	"twain"
"They hung about the neighborhood of the tavern until after nine, one watching the alley at a distance and the other the tavern door."	"twain"
"The funeral was a fine thing."	"twain"
"The boys were there that night, about the appointed time."	"twain"
"They presently stopped and turned around."	"twain"
"I wanted to keep you from grievingthat was all that made me come."	"twain"
"So he put Joe's slate on the desk and drew a line down the middle of it from top to bottom."	"twain"
"Why, it seems 'bout a year ago."	"twain"
"It'll be over by and by, maybe."	"twain"
"I don't like to, much."	"twain"
"I never see him get around so since Oh, go 'long with you, Tom, before you aggravate me again."	"twain"
"They shoved off, presently, Tom in command, Huck at the after oar and Joe at the forward."	"twain"
